EGID,Official Building No,Building Status,Building Category,Building Class,Date of Construction,Year of Demolition,Surface Area of Building,Number of Floors,Heating Device Info,Record Modification Info
172442,65206,1007,1020,1122,1949,2011,168,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
172446,63849,1007,1020,1122,1922,2019,120,5,"heatGeneratorHeating: 7430, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2020-01-24"
172449,63852,1007,1020,1122,1923,2019,119,5,"heatGeneratorHeating: 7460, energySourceHeating: 7580, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2020-01-24"
172450,261SE02183,1007,1020,1122,1961,2021,259,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2021-07-15"
172456,63787,1007,1020,1122,1912,2016,78,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
172457,63790,1007,1020,1121,1912,2007,80,4,"heatGeneratorHeating: 7436, energySourceHeating: 7540, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
172522,27501003,1007,1020,1110,1936,2020,59,4,"heatGeneratorHeating: 7460, energySourceHeating: 7580, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2020-04-07"
172534,1064,1007,1020,1110,1939-01,2022,61,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 859, revisionDate: 2021-05-06","createDate: 2001-11-29, updateDate: 2022-03-14"
172559,261SE01042,1007,1020,1122,1939,2021,215,6,"heatGeneratorHeating: 7460, energySourceHeating: 7580, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2021-07-15"
172570,261SE02215,1007,1020,1122,1962,2021,244,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2021-07-15"
172593,64390,1007,1020,1110,1944,2011,119,3,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2013-08-06"
172595,63994,1007,1020,1122,1943,2011,151,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2013-08-06"
172603,SE00772,1007,1020,1121,1930-01,2024,124,5,"heatGeneratorHeating: 7460, energySourceHeating: 7580, informationSourceHeating: 859, revisionDate: 2021-04-15","createDate: 2001-11-29, updateDate: 2024-01-11"
172614,63890,1007,1020,1121,1925,2005,147,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
172621,586,1007,1020,1121,1909-01,2023,81,4,"heatGeneratorHeating: 7410, energySourceHeating: 7511, informationSourceHeating: 859, revisionDate: 2021-12-10","createDate: 2001-11-29, updateDate: 2023-02-14"
172635,585,1007,1020,1122,1922-01,2023,119,4,"heatGeneratorHeating: 7430, energySourceHeating: 7520, informationSourceHeating: 859, revisionDate: 2021-06-10","createDate: 2001-11-29, updateDate: 2023-02-14"
172698,N/A,1007,1020,1122,1919,1999,N/A,4,"heatGeneratorHeating: 7436, energySourceHeating: 7530, informationSourceHeating: 869, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
172729,63940,1007,1020,1110,1928,2007,81,4,"heatGeneratorHeating: 7430, energySourceHeating: 7599, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
172734,63941,1007,1020,1110,1928-12,2012,83,4,"heatGeneratorHeating: 7430, energySourceHeating: 7599, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2012-10-05"
172737,64988,1007,1020,1110,1948,2007,139,3,"heatGeneratorHeating: 7430, energySourceHeating: 7599, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
172756,N/A,1007,1020,1110,1934,2006,N/A,2,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
172763,63924,1007,1020,1110,1928,2003,90,4,"heatGeneratorHeating: 7436, energySourceHeating: 7540, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
172764,64284,1007,1020,1110,1937,2005,83,2,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
172765,64160,1007,1020,1110,1934,2005,65,4,"heatGeneratorHeating: 7430, energySourceHeating: 7599, informationSourceHeating: 869, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
172766,64153,1007,1020,1110,1934,2005,72,4,"heatGeneratorHeating: 7430, energySourceHeating: 7599, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
172767,64053,1007,1020,1110,1933,2005,61,4,"heatGeneratorHeating: 7430, energySourceHeating: 7599, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
172768,64083,1007,1020,1110,1933,2003,61,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
172769,63477,1007,1020,1110,1933,2003,111,3,"heatGeneratorHeating: 7430, energySourceHeating: 7599, informationSourceHeating: 869, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
172770,64421,1007,1020,1110,1944,2003,60,4,"heatGeneratorHeating: 7436, energySourceHeating: 7540, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
172771,64176,1007,1020,1110,1934,2003,70,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 869, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
172777,64673,1007,1020,1110,1944,2017,71,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2019-10-24"
172842,261SE00623,1007,1020,1110,1920,2020,90,4,"heatGeneratorHeating: 7430, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2020-10-08"
172843,63748,1007,1020,1121,1909,2007,77,4,"heatGeneratorHeating: 7436, energySourceHeating: 7540, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
172852,64371,1007,1020,1122,1941,2009,81,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
172890,69341,1007,1020,1110,1947,2004,52,4,"heatGeneratorHeating: 7436, energySourceHeating: 7540, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
172891,69343,1007,1020,1110,1947,2004,51,4,"heatGeneratorHeating: 7436, energySourceHeating: 7540, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
172892,69344,1007,1020,1110,1947,2004,52,4,"heatGeneratorHeating: 7436, energySourceHeating: 7540, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
172893,69347,1007,1020,1110,1947,2004,52,4,"heatGeneratorHeating: 7436, energySourceHeating: 7540, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
172894,69348,1007,1020,1110,1947,2004,51,4,"heatGeneratorHeating: 7436, energySourceHeating: 7540, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
172895,69349,1007,1020,1110,1947,2004,52,4,"heatGeneratorHeating: 7436, energySourceHeating: 7540, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
172896,69352,1007,1020,1110,1947,2004,52,4,"heatGeneratorHeating: 7436, energySourceHeating: 7540, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
172897,69353,1007,1020,1110,1947,2004,51,4,"heatGeneratorHeating: 7436, energySourceHeating: 7540, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
172898,69354,1007,1020,1110,1947,2004,52,4,"heatGeneratorHeating: 7436, energySourceHeating: 7540, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
172909,N/A,1007,1020,1110,N/A,1999,N/A,2,"heatGeneratorHeating: 7460, energySourceHeating: 7580, informationSourceHeating: 869, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
172910,N/A,1007,1020,1110,N/A,1999,N/A,2,"heatGeneratorHeating: 7460, energySourceHeating: 7580, informationSourceHeating: 869, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
172911,N/A,1007,1020,1110,N/A,1999,N/A,2,"heatGeneratorHeating: 7460, energySourceHeating: 7580, informationSourceHeating: 869, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
172912,N/A,1007,1020,1110,N/A,1999,N/A,2,"heatGeneratorHeating: 7460, energySourceHeating: 7580, informationSourceHeating: 869, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
172913,N/A,1007,1020,1110,N/A,1999,N/A,2,"heatGeneratorHeating: 7460, energySourceHeating: 7580, informationSourceHeating: 869, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
172914,N/A,1007,1020,1110,N/A,1999,N/A,2,"heatGeneratorHeating: 7460, energySourceHeating: 7580, informationSourceHeating: 869, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
172915,N/A,1007,1020,1110,N/A,1999,N/A,2,"heatGeneratorHeating: 7460, energySourceHeating: 7580, informationSourceHeating: 869, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
172916,N/A,1007,1020,1110,N/A,1999,N/A,2,"heatGeneratorHeating: 7460, energySourceHeating: 7580, informationSourceHeating: 869, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
172917,N/A,1007,1020,1110,N/A,1999,N/A,2,"heatGeneratorHeating: 7460, energySourceHeating: 7580, informationSourceHeating: 869, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
172918,N/A,1007,1020,1110,N/A,1999,N/A,2,"heatGeneratorHeating: 7460, energySourceHeating: 7580, informationSourceHeating: 869, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
172921,67270,1007,1020,1121,1912,2006,40,4,"heatGeneratorHeating: 7436, energySourceHeating: 7540, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
172963,N/A,1007,1020,1110,N/A,1999,N/A,2,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 869, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
172982,69976,1007,1020,1110,1950,2016,45,4,"heatGeneratorHeating: 7460, energySourceHeating: 7580, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
172983,69977,1007,1020,1110,1950,2016,44,4,"heatGeneratorHeating: 7460, energySourceHeating: 7580, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
172984,69978,1007,1020,1110,1950,2016,44,4,"heatGeneratorHeating: 7460, energySourceHeating: 7580, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
172985,69979,1007,1020,1110,1950,2016,44,4,"heatGeneratorHeating: 7460, energySourceHeating: 7580, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
172986,69980,1007,1020,1110,1950,2016,44,4,"heatGeneratorHeating: 7460, energySourceHeating: 7580, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
172987,69981,1007,1020,1110,1950,2016,44,4,"heatGeneratorHeating: 7460, energySourceHeating: 7580, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
172988,69982,1007,1020,1110,1950,2016,44,4,"heatGeneratorHeating: 7460, energySourceHeating: 7580, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
172989,69983,1007,1020,1110,1950,2016,45,4,"heatGeneratorHeating: 7460, energySourceHeating: 7580, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
172990,69984,1007,1020,1110,1950,2016,44,4,"heatGeneratorHeating: 7460, energySourceHeating: 7580, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
172991,69985,1007,1020,1110,1950,2016,45,4,"heatGeneratorHeating: 7460, energySourceHeating: 7580, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
172992,69995,1007,1020,1110,1950,2016,48,4,"heatGeneratorHeating: 7460, energySourceHeating: 7580, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
172993,69996,1007,1020,1110,1950,2016,47,4,"heatGeneratorHeating: 7460, energySourceHeating: 7580, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
172994,69997,1007,1020,1110,1950,2016,47,4,"heatGeneratorHeating: 7460, energySourceHeating: 7580, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
172995,69998,1007,1020,1110,1950,2016,47,4,"heatGeneratorHeating: 7460, energySourceHeating: 7580, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
172996,69999,1007,1020,1110,1950,2016,48,4,"heatGeneratorHeating: 7460, energySourceHeating: 7580, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
172997,70000,1007,1020,1110,1950,2016,47,4,"heatGeneratorHeating: 7460, energySourceHeating: 7580, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
172998,70001,1007,1020,1110,1950,2016,47,4,"heatGeneratorHeating: 7460, energySourceHeating: 7580, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
172999,70002,1007,1020,1110,1950,2016,48,4,"heatGeneratorHeating: 7460, energySourceHeating: 7580, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
173031,69966,1007,1020,1122,1950,2016,151,5,"heatGeneratorHeating: 7460, energySourceHeating: 7580, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
173033,69967,1007,1020,1122,1950,2016,140,5,"heatGeneratorHeating: 7460, energySourceHeating: 7580, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
173066,69922,1007,1020,1110,1951,2016,48,4,"heatGeneratorHeating: 7460, energySourceHeating: 7580, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
173067,69923,1007,1020,1110,1951,2016,47,4,"heatGeneratorHeating: 7460, energySourceHeating: 7580, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
173068,69924,1007,1020,1110,1951,2016,47,4,"heatGeneratorHeating: 7460, energySourceHeating: 7580, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
173069,69925,1007,1020,1110,1951,2016,47,4,"heatGeneratorHeating: 7460, energySourceHeating: 7580, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
173070,69926,1007,1020,1110,1951,2016,48,4,"heatGeneratorHeating: 7460, energySourceHeating: 7580, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
173071,69931,1007,1020,1110,1951,2016,48,4,"heatGeneratorHeating: 7460, energySourceHeating: 7580, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
173072,69932,1007,1020,1110,1951,2016,46,4,"heatGeneratorHeating: 7460, energySourceHeating: 7580, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
173073,69933,1007,1020,1110,1951,2016,46,4,"heatGeneratorHeating: 7460, energySourceHeating: 7580, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
173074,69934,1007,1020,1110,1951,2016,47,4,"heatGeneratorHeating: 7460, energySourceHeating: 7580, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
173075,69935,1007,1020,1110,1951,2016,46,4,"heatGeneratorHeating: 7460, energySourceHeating: 7580, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
173076,69936,1007,1020,1110,1951,2016,47,4,"heatGeneratorHeating: 7460, energySourceHeating: 7580, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
173077,69937,1007,1020,1110,1951,2016,48,4,"heatGeneratorHeating: 7460, energySourceHeating: 7580, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
173078,69938,1007,1020,1110,1951,2016,46,4,"heatGeneratorHeating: 7460, energySourceHeating: 7580, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
173079,69939,1007,1020,1110,1951,2016,47,4,"heatGeneratorHeating: 7460, energySourceHeating: 7580, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
173080,69940,1007,1020,1110,1951,2016,48,4,"heatGeneratorHeating: 7460, energySourceHeating: 7580, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
173081,69950,1007,1020,1122,1950,2016,152,5,"heatGeneratorHeating: 7460, energySourceHeating: 7580, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
173082,69951,1007,1020,1122,1950,2016,138,5,"heatGeneratorHeating: 7460, energySourceHeating: 7580, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
173083,69952,1007,1020,1110,1950,2016,48,4,"heatGeneratorHeating: 7460, energySourceHeating: 7580, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
173084,69953,1007,1020,1110,1950,2016,47,4,"heatGeneratorHeating: 7460, energySourceHeating: 7580, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
173085,69954,1007,1020,1110,1950,2016,48,4,"heatGeneratorHeating: 7460, energySourceHeating: 7580, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
173086,69959,1007,1020,1110,1950,2016,50,4,"heatGeneratorHeating: 7460, energySourceHeating: 7580, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
173087,69960,1007,1020,1110,1950,2016,47,4,"heatGeneratorHeating: 7460, energySourceHeating: 7580, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
173088,69961,1007,1020,1110,1950,2016,47,4,"heatGeneratorHeating: 7460, energySourceHeating: 7580, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
173089,69962,1007,1020,1110,1950,2016,47,4,"heatGeneratorHeating: 7460, energySourceHeating: 7580, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
173090,69963,1007,1020,1110,1950,2016,47,4,"heatGeneratorHeating: 7460, energySourceHeating: 7580, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
173091,69964,1007,1020,1110,1950,2016,47,4,"heatGeneratorHeating: 7460, energySourceHeating: 7580, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
173092,69965,1007,1020,1110,1950,2016,47,4,"heatGeneratorHeating: 7460, energySourceHeating: 7580, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
173101,70093,1007,1020,1122,1950,2016,152,5,"heatGeneratorHeating: 7460, energySourceHeating: 7580, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
173102,70094,1007,1020,1122,1950,2016,140,5,"heatGeneratorHeating: 7460, energySourceHeating: 7580, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
173103,70096,1007,1020,1122,1950,2016,152,5,"heatGeneratorHeating: 7460, energySourceHeating: 7580, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
173104,70097,1007,1020,1122,1950,2016,140,5,"heatGeneratorHeating: 7460, energySourceHeating: 7580, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
173105,70100,1007,1020,1122,1950,2016,153,5,"heatGeneratorHeating: 7460, energySourceHeating: 7580, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
173106,70099,1007,1020,1122,1950,2016,140,5,"heatGeneratorHeating: 7460, energySourceHeating: 7580, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
173107,70103,1007,1020,1122,1950,2016,152,5,"heatGeneratorHeating: 7460, energySourceHeating: 7580, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
173108,70104,1007,1020,1122,1950,2016,139,5,"heatGeneratorHeating: 7460, energySourceHeating: 7580, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
173159,N/A,1007,1020,1110,N/A,1999,N/A,2,"heatGeneratorHeating: 7436, energySourceHeating: 7530, informationSourceHeating: 869, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
173160,N/A,1007,1020,1110,N/A,1999,N/A,2,"heatGeneratorHeating: 7436, energySourceHeating: 7530, informationSourceHeating: 869, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
173161,N/A,1007,1020,1110,N/A,1999,N/A,2,"heatGeneratorHeating: 7436, energySourceHeating: 7530, informationSourceHeating: 869, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
173162,N/A,1007,1020,1110,N/A,1999,N/A,2,"heatGeneratorHeating: 7436, energySourceHeating: 7530, informationSourceHeating: 869, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
173163,N/A,1007,1020,1110,N/A,1999,N/A,2,"heatGeneratorHeating: 7436, energySourceHeating: 7530, informationSourceHeating: 869, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
173164,N/A,1007,1020,1110,N/A,1999,N/A,2,"heatGeneratorHeating: 7436, energySourceHeating: 7530, informationSourceHeating: 869, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
173165,N/A,1007,1020,1110,N/A,1999,N/A,2,"heatGeneratorHeating: 7436, energySourceHeating: 7530, informationSourceHeating: 869, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
173166,N/A,1007,1020,1110,N/A,1999,N/A,2,"heatGeneratorHeating: 7436, energySourceHeating: 7530, informationSourceHeating: 869, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
173167,N/A,1007,1020,1110,N/A,1999,N/A,2,"heatGeneratorHeating: 7436, energySourceHeating: 7530, informationSourceHeating: 869, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
173168,N/A,1007,1020,1110,N/A,1999,N/A,2,"heatGeneratorHeating: 7436, energySourceHeating: 7530, informationSourceHeating: 869, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
173169,N/A,1007,1020,1110,N/A,1999,N/A,2,"heatGeneratorHeating: 7436, energySourceHeating: 7530, informationSourceHeating: 869, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
173208,N/A,1007,1020,1110,N/A,1999,N/A,2,"heatGeneratorHeating: 7436, energySourceHeating: 7530, informationSourceHeating: 869, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
173209,N/A,1007,1020,1110,N/A,1999,N/A,2,"heatGeneratorHeating: 7436, energySourceHeating: 7530, informationSourceHeating: 869, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
173210,N/A,1007,1020,1110,N/A,1999,N/A,2,"heatGeneratorHeating: 7436, energySourceHeating: 7530, informationSourceHeating: 869, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
173211,N/A,1007,1020,1110,N/A,1999,N/A,2,"heatGeneratorHeating: 7436, energySourceHeating: 7530, informationSourceHeating: 869, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
173212,N/A,1007,1020,1110,N/A,1999,N/A,2,"heatGeneratorHeating: 7436, energySourceHeating: 7530, informationSourceHeating: 869, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
173213,N/A,1007,1020,1110,N/A,1999,N/A,2,"heatGeneratorHeating: 7436, energySourceHeating: 7530, informationSourceHeating: 869, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
173214,N/A,1007,1020,1110,N/A,1999,N/A,2,"heatGeneratorHeating: 7436, energySourceHeating: 7530, informationSourceHeating: 869, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
173215,N/A,1007,1020,1110,N/A,1999,N/A,2,"heatGeneratorHeating: 7436, energySourceHeating: 7530, informationSourceHeating: 869, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
173238,N/A,1007,1020,1110,N/A,1999,N/A,2,"heatGeneratorHeating: 7436, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
173239,N/A,1007,1020,1110,N/A,1999,N/A,2,"heatGeneratorHeating: 7436, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
